Name	TrueSA	RandomAssignment	BETSA	LCD	GeoSA	MaxLoad	MaxLoad_Pressure	MaxLoadArea	MaxError	Set
ABEYAJ	583.369	0.4815040410027272	464.82200199999994	4.6	220.679	6.8242748385	100000.0	583.5601196997472	0.03276137397551444	Training
ACUFEK	3259.719	0.2148714564978138	3638.2663469999998	15.17	3864.2	46.5330841297	100000.0	3979.1557033325585	22.070512928646867	Training
AFOVIB	1327.249	0.2547770091922069	1385.124083	8.72	1309.15	16.4933708004	70000.0	1410.387721232125	6.263988236730629	Training
ALUREF	1077.224	0.22360989050879496	981.378845	6.62	799.948	12.813745123099999	90000.0	1095.7340984645762	1.7183147111999204	Training
BAZGAM	5099.403	0.34179342100826915	7239.5528620000005	42.41	6603.29	264.1297217091	100000.0	22586.36641467724	342.9217776017553	Training
BUVYIB01	2419.738	0.118914303519858	2379.7930149999997	10.68	2769.22	30.280048010500003	60000.0	2589.3195774930805	7.008261947908438	Training
cg2007167_si_002	1892.113	0.07264073053305753	1637.067346	6.2	2328.0069399999998	22.286296686500002	100000.0	1905.7547167746627	0.7209779106566392	Training
cg5010616_si_007-1	873.0139999999999	0.31646987181884834	877.3658140000001	4.37	313.298	10.212777665900001	3500.0	873.3191288775071	0.034951200955216366	Training
cg801267m	2150.661	0.28958788180043593	2315.202378	10.5	2453.69	28.5772937871	80000.0	2443.71297724001	13.626135278410208	Training
CIGXIA	1767.064	0.24773761817806214	2375.155566	28.47	1927.4886	36.0885404218	100000.0	3086.01770396513	74.64096965164418	Training
cm0623918si20061006_115210	758.148	0.3982003093065195	713.975099	4.64	425.095	8.884236554600001	55000.0	759.712389951577	0.20634360989899425	Training
cm901983a	2044.534	0.3004950012742702	2991.971234	27.63	2103.5821	40.6110459348	90000.0	3472.7480043949918	69.85523373027749	Training
CUYYEB	1099.581	0.3145463356745686	1077.6493449999998	4.75	577.835	12.863116341700001	90000.0	1099.955949857987	0.034099339474497656	Training
DAWMUL	5173.972	0.4335999986674226	6788.157331999999	28.63	5759.52	118.5966813701	90000.0	10141.486855992538	96.00969730784277	Training
DIMKER	379.693	0.006607967755294708	329.613871	5.75	220.10299999999998	4.4430062968	80000.0	379.9321316544803	0.06298026418193954	Training
DIMQOH	821.428	0.19889716631619106	762.209741	4.6	229.76	9.649063609199999	80000.0	825.1145869753539	0.44880220486200395	Training
DOLXOR02	1273.252	0.25036621751699506	1052.876951	6.3	2027.85	14.905029026900001	100000.0	1274.5648041598834	0.10310638898532254	Training
DOTSOV13	2032.296	0.10493615402572397	2040.806035	12.99	2075.0837	26.38145949	80000.0	2255.941916492676	11.004593646431214	Training
DOTSOV36	2012.054	0.04425512963472589	2041.0585199999998	12.91	2070.6783	26.1622632738	100000.0	2237.197921974495	11.189755442671757	Training
DUVNIS	1249.362	0.4836398650275458	1158.1405710000001	7.52	1106.527	14.9895173344	90000.0	1281.7896021061465	2.595532928498419	Training
